"logFC"	"logCPM"	"LR"	"PValue"	"FDR"	"change"
"hsa-miR-4718"	2.01717221281483	1.42859173752542	71.6578536822537	2.55941348727599e-17	2.69945686676845e-16	"UP"
"hsa-miR-155-5p"	-4.03064936751294	5.92693531526817	70.6411652603417	4.28482263973614e-17	4.49805794481221e-16	"DOWN"
"hsa-miR-875-5p"	1.02674330917813	8.77502837714896	70.5124831964272	4.57363212202634e-17	4.77287918175693e-16	"UP"
"hsa-miR-6851-3p"	2.41011307374042	1.65894382826413	70.5057336864279	4.58930690553551e-17	4.77287918175693e-16	"UP"
"hsa-miR-183-5p"	2.98385217927614	14.1224672658192	70.0971561302031	5.64542994268617e-17	5.84406544066957e-16	"UP"
"hsa-miR-3938"	0.829934119940914	9.93477655637848	69.5413473725719	7.48293039930529e-17	7.7105218308049e-16	"NOT"
"hsa-miR-1229-5p"	1.42043774269168	1.50477436071406	69.3125974273745	8.40311530757656e-17	8.61897515034e-16	"UP"
"hsa-miR-1260a"	0.995316341223854	5.23081723396378	69.0683266067897	9.51106102762382e-17	9.71083673870633e-16	"NOT"
"hsa-miR-4653-5p"	1.54966528290064	2.72728386933964	68.8454364070578	1.06490735795746e-16	1.08233311472403e-15	"UP"
"hsa-miR-655-5p"	1.33916919485934	3.72870382829955	67.3769895928399	2.24251017850296e-16	2.26889265119123e-15	"UP"
"hsa-miR-548l"	-1.47686263121292	0.997707527884332	67.2021659349356	2.45044760666296e-16	2.46810849031459e-15	"DOWN"
"hsa-miR-937-5p"	0.664837921841011	3.15580445645694	64.7411970247495	8.54103379760187e-16	8.56401415759541e-15	"NOT"
"hsa-miR-29b-1-5p"	0.794307191796589	9.30929002868505	64.6768005725944	8.8247789601489e-16	8.8090204262915e-15	"NOT"
"hsa-miR-3927-3p"	-1.43393986360729	0.999115928979266	64.5672158418961	9.32948109775372e-16	9.27143099314548e-15	"DOWN"
"hsa-miR-615-5p"	-0.575220339937578	6.75896462701483	64.4720584506342	9.79110437896297e-16	9.68712804927487e-15	"NOT"
"hsa-miR-1283"	0.998227286623197	2.22693728771823	63.8179238921011	1.36466301469169e-15	1.34422312812802e-14	"NOT"
"hsa-miR-518c-5p"	-0.953909030952525	1.86502039718707	63.6221455831521	1.50725195890667e-15	1.47816464040145e-14	"NOT"
"hsa-miR-502-3p"	1.16600023422908	1.84769916273434	62.5232840213926	2.63313087519181e-15	2.57103957944493e-14	"UP"
"hsa-miR-3140-5p"	1.19307388992575	7.82970368799741	62.4602992884734	2.71870298987065e-15	2.64305212406555e-14	"UP"
"hsa-miR-421"	1.02842221447768	2.46742890901067	62.4291824077231	2.76200016122527e-15	2.67352050238082e-14	"UP"
"hsa-miR-3116"	0.634000636153464	3.58677483840614	62.3763019621317	2.83716818056461e-15	2.73444312575107e-14	"NOT"
"hsa-miR-103a-3p"	1.12544442794596	4.56052773622309	62.1827197409364	3.13022651636616e-15	3.00394269982607e-14	"UP"
"hsa-miR-770-5p"	-0.854547206035475	2.17399742924662	61.3203610455435	4.85038249148471e-15	4.63480993630762e-14	"NOT"
"hsa-miR-598-5p"	-0.829443733043438	2.82637467752482	61.291870403845	4.92108100918731e-15	4.6823562283161e-14	"NOT"
"hsa-miR-450b-3p"	-0.735620821504238	2.33429036541872	60.9590742673154	5.82737117591925e-15	5.52118726667604e-14	"NOT"
"hsa-miR-4300"	3.12052501314822	2.96150232443629	60.4232504717454	7.65039671702948e-15	7.21784264104554e-14	"UP"
"hsa-miR-4512"	4.19971000930729	2.0722277048234	60.3215318191804	8.05613099901383e-15	7.55420815273617e-14	"UP"
"hsa-miR-325"	2.26367464575114	4.52917784075415	60.3170514689982	8.07448903624304e-15	7.55420815273617e-14	"UP"
"hsa-miR-206"	-0.665002205837119	2.60164736973165	59.6391170100867	1.13947642215497e-14	1.06161219997438e-13	"NOT"
"hsa-miR-146a-5p"	-0.832861063111675	9.3147303573852	59.4771357106927	1.23723264050698e-14	1.14790547061146e-13	"NOT"
"hsa-miR-93-5p"	1.2214445145493	12.3788313339987	58.9779958562438	1.59445066241568e-14	1.47321970295928e-13	"UP"
"hsa-miR-7156-3p"	2.00874353945456	1.27318482323184	58.4073699102503	2.13091259017879e-14	1.96079035046904e-13	"UP"
"hsa-miR-4753-5p"	1.70482246563076	2.25094905007124	57.8165036761409	2.87745374566863e-14	2.63687974398158e-13	"UP"
"hsa-miR-1262"	0.710050621952436	3.66333567405132	57.5902821998661	3.22816554318007e-14	2.94619516512271e-13	"NOT"
"hsa-miR-2113"	-0.873365750175361	2.95861965795287	56.8249032310039	4.76395112926301e-14	4.33016045733012e-13	"NOT"
"hsa-miR-548d-5p"	-1.08586668566406	1.25681978025061	56.3503468191143	6.06425777705677e-14	5.4806324789903e-13	"DOWN"
"hsa-miR-4687-5p"	1.46058153515053	2.36256699736914	56.3456703809702	6.07869791945257e-14	5.4806324789903e-13	"UP"
"hsa-miR-1257"	0.802292708078504	5.26303017902327	55.5429325973903	9.14399877756961e-14	8.2112374564842e-13	"NOT"
"hsa-miR-431-5p"	0.636386620613222	6.84827862589596	54.9151335607253	1.25848239378851e-13	1.12558665300444e-12	"NOT"
"hsa-miR-6783-5p"	1.83866706652197	1.23569700162061	54.8164921900924	1.32325688824713e-13	1.17617376111553e-12	"UP"
"hsa-miR-515-5p"	-0.697043761563799	2.39607019640399	54.8130707082564	1.32556255725006e-13	1.17617376111553e-12	"NOT"
"hsa-miR-520d-5p"	1.05975485551949	4.9304064144151	54.7194143628228	1.39026095207319e-13	1.22870493629867e-12	"UP"
"hsa-miR-670-5p"	3.254599161547	1.5690358565971	54.6627087554847	1.43095958921017e-13	1.25969513443856e-12	"UP"
"hsa-miR-125a-5p"	1.88542281732789	11.5230208035141	54.4438357045242	1.59954666005179e-13	1.40258287524541e-12	"UP"
"hsa-miR-665"	0.963714359348932	2.00025100457737	54.1347429248606	1.87201806798743e-13	1.63509078125777e-12	"NOT"
"hsa-miR-3690"	1.3716243409588	1.53070720949388	54.0040022334467	2.00081643800994e-13	1.74078815384834e-12	"UP"
"hsa-miR-5000-5p"	1.16827355067908	1.57098184059237	53.8651458922883	2.14733368620511e-13	1.86102252804443e-12	"UP"
"hsa-miR-3154"	1.50363485311897	1.47498879413279	53.8561492125489	2.15718889681405e-13	1.86234531786727e-12	"UP"
"hsa-miR-4527"	1.14249978569847	2.04173086418834	53.7236378838725	2.30769989157508e-13	1.98462190675457e-12	"UP"
"hsa-miR-141-5p"	-0.57194652044533	5.37793528270969	53.4970712848133	2.58978627901896e-13	2.21868280455417e-12	"NOT"
"hsa-miR-2861"	0.726886275762723	2.3056296332327	52.749890996379	3.78844366586073e-13	3.23319085376511e-12	"NOT"
"hsa-miR-892c-5p"	1.53478741201638	1.33697676898033	51.523003982514	7.07630667185688e-13	6.01620597652927e-12	"UP"
"hsa-miR-34a-5p"	0.740772214630445	10.7083549405698	51.3164893106245	7.861254040773e-13	6.65824395271531e-12	"NOT"
"hsa-miR-6782-5p"	1.71390549590767	1.18695258453317	51.1961430583783	8.35826898834724e-13	7.05248658790356e-12	"UP"
"hsa-miR-3159"	-1.3180334584937	2.11529364711162	51.0554503739286	8.97932245322509e-13	7.54803195692154e-12	"DOWN"
"hsa-miR-512-5p"	-1.28908222812584	1.03912570837502	49.944141163902	1.5818570087649e-12	1.32473118786454e-11	"DOWN"
"hsa-miR-5002-5p"	1.80743345593273	1.25348435538231	49.0858499326885	2.45001242171732e-12	2.04411484140296e-11	"UP"
"hsa-miR-593-5p"	-0.784860566814784	3.67393684388016	48.8585692501099	2.75100864253554e-12	2.28671201662062e-11	"NOT"
"hsa-miR-5698"	-1.25899437301012	1.02131551300702	48.4970098554181	3.30792869541799e-12	2.73945502331653e-11	"DOWN"
"hsa-miR-381-5p"	2.81833148714159	14.6671274194572	48.4475610040224	3.39239976906266e-12	2.79904276148491e-11	"UP"
"hsa-miR-3684"	-0.650027770830317	2.0756808543625	47.8660673203055	4.56351842202101e-12	3.75148058516139e-11	"NOT"
"hsa-miR-18a-5p"	0.890165146783404	7.74419404165658	47.6680329263452	5.04857053231113e-12	4.1350196740834e-11	"NOT"
"hsa-miR-4442"	1.90951828520313	1.28628955585349	47.0743404136218	6.83446071282687e-12	5.5773190342631e-11	"UP"
"hsa-miR-106a-3p"	1.95131238139609	1.47827798442992	46.9985763009885	7.10382886722762e-12	5.77605867168035e-11	"UP"
"hsa-miR-511-5p"	-1.17235351559684	2.60448654410975	46.9697426818134	7.20911151952013e-12	5.84042512958225e-11	"DOWN"
"hsa-miR-1972"	0.987138934676636	1.80184139562501	46.9542699894971	7.26625065420487e-12	5.86546442700436e-11	"NOT"
"hsa-miR-339-3p"	1.25614993363586	1.40035219787463	46.7300447820398	8.14703231548469e-12	6.55279289835387e-11	"UP"
"hsa-miR-4435"	2.86571834175825	1.40999071131182	46.595143261142	8.7276294551313e-12	6.97357262548018e-11	"UP"
"hsa-miR-193b-3p"	1.26268395469102	1.43404633185384	46.5940366185453	8.73255963834727e-12	6.97357262548018e-11	"UP"
"hsa-miR-3201"	1.05059823593092	1.64820538108008	46.0538196084842	1.15048623976495e-11	9.15475883314746e-11	"UP"
"hsa-miR-224-5p"	-0.755880003971772	7.0293291130792	45.9362104294896	1.22166831981404e-11	9.68670341526314e-11	"NOT"
"hsa-miR-3146"	0.566175331546705	6.067037346807	45.3965095729418	1.60920904128138e-11	1.27144573014317e-10	"NOT"
"hsa-miR-3141"	1.31956750283578	1.34431792917843	45.3378061306781	1.65817181248388e-11	1.30551837067393e-10	"UP"
"hsa-miR-3174"	0.666939306691454	6.52393730239969	45.1594868758834	1.81623734304779e-11	1.42494971896662e-10	"NOT"
"hsa-miR-149-5p"	-0.685424071707521	8.70975515442031	44.9295727208698	2.04249821671725e-11	1.59686224216076e-10	"NOT"
"hsa-miR-20a-5p"	0.874466250530196	7.95186953008294	44.3753370704865	2.71080747426417e-11	2.11197404615145e-10	"NOT"
"hsa-miR-2116-5p"	-1.00646674056709	1.36064988951297	44.1806273875021	2.99429994756073e-11	2.32474120928673e-10	"DOWN"
"hsa-miR-127-5p"	-0.517501105365019	9.87164751219993	43.9424460992675	3.38174971534896e-11	2.61646794585477e-10	"NOT"
"hsa-miR-496"	-1.07611370299066	1.14363630348491	43.919148970127	3.42224262855131e-11	2.63866707497957e-10	"DOWN"
"hsa-miR-4439"	1.79047048730568	1.3200833670259	43.8938487073978	3.46676708668605e-11	2.66381141093815e-10	"UP"
"hsa-miR-488-5p"	-0.993851166158995	1.43816356947072	43.8800989294086	3.49120721890836e-11	2.6667660971275e-10	"NOT"
"hsa-miR-4310"	2.00054523754417	1.82821736651156	43.8782731832082	3.49446541349891e-11	2.6667660971275e-10	"UP"
"hsa-miR-675-5p"	-0.885233803902701	1.40367990386784	43.8309990762806	3.57989788915866e-11	2.72267063950979e-10	"NOT"
"hsa-miR-3125"	-1.40008575695662	1.38761788967891	43.7479201613221	3.73513246119031e-11	2.83110379092255e-10	"DOWN"
"hsa-miR-6806-5p"	-1.15460012378857	0.968684958553511	43.6675065624815	3.89180100040499e-11	2.93988751246809e-10	"DOWN"
"hsa-miR-7158-3p"	0.987677649731763	2.05356493151304	43.5887805193561	4.05155196622427e-11	3.05025932541329e-10	"NOT"
"hsa-miR-1343-5p"	1.14506092318951	1.67744231393992	43.5015073335908	4.23632954111781e-11	3.17866874293269e-10	"UP"
"hsa-miR-891b"	0.870421512089593	1.96881669499221	43.3907686768987	4.4829805223845e-11	3.3524897819571e-10	"NOT"
"hsa-miR-8072"	1.63475626196342	1.10447146948883	43.2006575219201	4.94040760930841e-11	3.6822504714712e-10	"UP"
"hsa-miR-520f-5p"	0.65004787918659	9.21820659568027	43.0799719111835	5.25474253553029e-11	3.90352302639393e-10	"NOT"
"hsa-miR-6503-5p"	0.808090673470286	4.0294922195332	43.035889156854	5.37448566618006e-11	3.9792549501916e-10	"NOT"
"hsa-miR-1307-5p"	0.77977647319368	2.6774451758968	42.9227177845023	5.69455239013274e-11	4.20231654928607e-10	"NOT"
"hsa-miR-1225-5p"	-0.725871925973321	12.0751675822963	42.8721943169436	5.84353491364403e-11	4.29807370621976e-10	"NOT"
"hsa-miR-6761-5p"	2.15154940509916	1.24393286141365	42.7547328356331	6.20515729314624e-11	4.54909236310655e-10	"UP"
"hsa-miR-6741-3p"	1.10912040426096	1.46605270387414	42.5435862493014	6.91245626512117e-11	5.05106281333691e-10	"UP"
"hsa-miR-3074-5p"	0.596714470601118	7.00603956515255	42.0598562221535	8.85218887995386e-11	6.44739229171884e-10	"NOT"
"hsa-miR-4424"	0.865082521334772	1.97141715771433	41.8398947742726	9.90614186724463e-11	7.19160169323344e-10	"NOT"
"hsa-miR-4429"	2.61339286270987	1.478844006388	41.7194972303841	1.05353120996673e-10	7.6236109562641e-10	"UP"
"hsa-miR-3124-5p"	-0.814765896893616	3.72774180083807	41.2396135370968	1.34665516273111e-10	9.71329336731213e-10	"NOT"
"hsa-miR-876-5p"	-0.761748514803733	3.75464898030546	41.1301907170764	1.4241937662509e-10	1.0239541033238e-09	"NOT"
"hsa-miR-124-5p"	6.4146249818367	3.78171773535999	41.0135024885202	1.51181140252001e-10	1.08346483847267e-09	"UP"
"hsa-miR-548a-3p"	1.61068350512097	4.20592056352572	40.9144507529411	1.59040790663613e-10	1.13490418737154e-09	"UP"
"hsa-miR-184"	1.09896789185659	7.39801427962989	40.9103624114637	1.59373843843768e-10	1.13490418737154e-09	"UP"
"hsa-miR-422a"	0.58968152063916	4.45205322853558	40.8913768735983	1.60929656922378e-10	1.14234512024901e-09	"NOT"
"hsa-miR-27a-5p"	0.496251761318343	9.98442553465633	40.8341649795357	1.65710561543676e-10	1.17255954307487e-09	"NOT"
"hsa-miR-3688-5p"	2.93124563745167	2.03975387754589	40.2713328557776	2.21028576860655e-10	1.55905330555339e-09	"UP"
"hsa-miR-1185-1-3p"	-1.1976479765551	0.990092243825819	39.9151775439659	2.65234193855443e-10	1.86245610806898e-09	"DOWN"
"hsa-miR-452-3p"	1.59209137943448	1.52292044301192	39.9116900748243	2.65708183575137e-10	1.86245610806898e-09	"UP"
"hsa-miR-4789-3p"	-1.07709398459611	0.96170245050793	39.6100616526926	3.10081597867775e-10	2.16669516510108e-09	"DOWN"
"hsa-miR-873-3p"	1.3305866121212	1.26036576603336	39.5078625612056	3.26741210885127e-10	2.27599173688207e-09	"UP"
"hsa-miR-890"	0.614844635219665	5.17403267065412	39.4087164903051	3.43759055405409e-10	2.38709704312576e-09	"NOT"
"hsa-miR-548q"	0.69866699130984	5.01858017136036	39.2816486256825	3.66873266420686e-10	2.53971710128995e-09	"NOT"
"hsa-miR-1236-3p"	-1.1213844455128	1.0472588394182	38.7941569113519	4.70935440382287e-10	3.25003594041603e-09	"DOWN"
"hsa-miR-452-5p"	1.18591863748548	5.3460272727542	38.6744762949936	5.00714036841532e-10	3.44491257346974e-09	"UP"
"hsa-miR-182-5p"	1.43471414280769	1.11874882554021	38.5939836184816	5.21795208727795e-10	3.57893891630475e-09	"UP"
"hsa-miR-6893-5p"	1.42510600596307	2.64330026952239	38.5071959835213	5.4552173199091e-10	3.73023422853723e-09	"UP"
"hsa-miR-1296-5p"	1.25271513356264	1.27512543539259	38.0809412485439	6.7869848165831e-10	4.62673721032921e-09	"UP"
"hsa-miR-526b-3p"	0.768876045364335	1.80967498405957	37.4004278264754	9.62010224345742e-10	6.53816067366893e-09	"NOT"
"hsa-miR-548b-5p"	1.61848917320392	2.80890808800544	37.358905374309	9.82711261810472e-10	6.65861327699459e-09	"UP"
"hsa-miR-3142"	1.3280003220868	1.22875866788441	37.3392388077384	9.92671107149751e-10	6.70577823440134e-09	"UP"
"hsa-miR-3622a-5p"	0.911766296710384	3.9564180641738	37.3116251846595	1.00682644057088e-09	6.78091542504969e-09	"NOT"
"hsa-miR-548o-3p"	-0.724883434725818	1.52359604726774	37.2769568129528	1.02488469133299e-09	6.8818083177795e-09	"NOT"
"hsa-miR-495-5p"	0.500695944878423	6.50537625550082	37.2263101759527	1.05185033777542e-09	7.04172860858037e-09	"NOT"
"hsa-miR-4434"	-0.577180954670633	1.93935314636208	37.2200481786256	1.05523336694024e-09	7.04328898053245e-09	"NOT"
"hsa-miR-6800-3p"	-1.06784854268616	0.966333702460646	37.1797323707179	1.07727627204525e-09	7.16901709611063e-09	"DOWN"
"hsa-miR-4757-5p"	-0.775181098573622	1.43518083343118	36.8637732332772	1.26678007294655e-09	8.40510457895691e-09	"NOT"
"hsa-miR-133b"	0.479554959399422	11.0916460561723	36.8003206608425	1.30868723407343e-09	8.65746939463961e-09	"NOT"
"hsa-miR-3916"	0.782854710372652	4.21412763837133	36.4383758136853	1.57570053035835e-09	1.03931161825406e-08	"NOT"
"hsa-miR-513c-5p"	1.0304595280479	1.61148922120424	35.4598650037776	2.60360394184815e-09	1.71225247469778e-08	"UP"
"hsa-miR-493-3p"	-1.06074693991732	0.970358023309993	35.3337026601357	2.77783284770985e-09	1.82147631890886e-08	"DOWN"
"hsa-miR-211-5p"	-1.26628043993377	1.05956469833584	34.7853648988795	3.68130404735228e-09	2.40684089177769e-08	"DOWN"
"hsa-miR-939-3p"	1.35331407348999	5.82579687871701	34.6212819383195	4.00503646930432e-09	2.61086342430451e-08	"UP"
"hsa-miR-106b-5p"	1.55313646326305	13.5339581851286	34.3173636297632	4.68185973753558e-09	3.04320882939813e-08	"UP"
"hsa-miR-4746-5p"	0.658657008967075	2.4104362436063	33.9302691151831	5.71230474829684e-09	3.70223577309905e-08	"NOT"
"hsa-miR-7114-3p"	1.37519377389287	1.10833308288026	33.8973938825698	5.80964685061685e-09	3.75444229999401e-08	"UP"
"hsa-miR-1538"	0.862544562635602	1.79051612768627	33.8786791482476	5.86580057684571e-09	3.77980694231326e-08	"NOT"
"hsa-miR-6801-5p"	1.58829405585149	1.13765408970485	33.7867330803977	6.14968180652966e-09	3.95134727568975e-08	"UP"
"hsa-miR-23b-5p"	0.733646199319982	7.70441139213409	33.7569292825191	6.24462168566261e-09	4.00085217453914e-08	"NOT"
"hsa-miR-16-5p"	0.517908031382933	9.43532709925669	33.6677776916431	6.53746699011276e-09	4.17650748282633e-08	"NOT"
"hsa-miR-3156-5p"	-0.814821492045037	1.64462043466852	33.3867905227532	7.55352733097391e-09	4.8118766701019e-08	"NOT"
"hsa-miR-378i"	1.35134361960165	1.09352410099943	33.3633578696175	7.64508985818226e-09	4.85636958036805e-08	"UP"
"hsa-miR-3653-5p"	1.20781324975667	1.22911824355524	33.2865836251757	7.95294301621586e-09	5.03761489639056e-08	"UP"
"hsa-miR-3614-5p"	-0.546052115715816	3.09774080274337	33.2553866652552	8.08155799844161e-09	5.10462250975012e-08	"NOT"
"hsa-miR-1203"	1.30182387176872	1.06839350524925	33.1565951373414	8.50274908239756e-09	5.35553435161717e-08	"UP"
"hsa-miR-126-5p"	1.57387611109852	2.5370786790894	32.6884569578463	1.08177744318907e-08	6.79453472744592e-08	"UP"
"hsa-miR-4686"	-0.80000918789783	1.30203326546254	32.6530417576006	1.1016687434935e-08	6.90008770434583e-08	"NOT"
"hsa-miR-6809-5p"	1.32150580760585	1.0952061821403	32.5473474145223	1.16323789722799e-08	7.2653629558709e-08	"UP"
"hsa-miR-885-5p"	1.038392021837	1.38056333610131	32.5311270254269	1.17298697043226e-08	7.30584642308226e-08	"UP"
"hsa-miR-4761-5p"	0.787242008632755	1.98322875711928	32.4092622603687	1.24889786460563e-08	7.75704340349496e-08	"NOT"
"hsa-miR-1226-5p"	0.483353278075459	3.12563533327018	32.2566715026176	1.35092439387017e-08	8.36749846175543e-08	"NOT"
"hsa-miR-383-5p"	-0.709063121685436	1.60669837859762	32.1748748637531	1.4090111624441e-08	8.70317392051105e-08	"NOT"
"hsa-miR-4706"	1.0935691031894	1.70033304984621	32.047881669102	1.50419025482734e-08	9.26548046775187e-08	"UP"
"hsa-miR-409-3p"	1.24606151874465	1.16811992115777	31.6328636763106	1.8625085443143e-08	1.14411239150736e-07	"UP"
"hsa-miR-933"	0.995193276001714	1.37745416883871	31.5695770672961	1.92420659890226e-08	1.17877423428642e-07	"NOT"
"hsa-miR-1179"	1.19969231869709	1.20733307575572	31.4854320289475	2.00942184692026e-08	1.22761400265402e-07	"UP"
"hsa-miR-299-5p"	1.19881512211041	1.62075900326068	31.4402245013216	2.0567550019056e-08	1.25310740715557e-07	"UP"
"hsa-miR-138-5p"	1.92176594797095	1.32719271976536	31.3654443549016	2.13751570365335e-08	1.29877312863285e-07	"UP"
"hsa-miR-509-3-5p"	0.565557754300173	2.21825849422809	31.1676998203334	2.36671500881555e-08	1.43413950127685e-07	"NOT"
"hsa-miR-3132"	2.5951613883881	2.5207840157991	31.1412698408577	2.39915939432779e-08	1.4498703799235e-07	"UP"
"hsa-miR-3064-5p"	1.07394145184111	1.353958045249	31.0876284315135	2.46638369573282e-08	1.48647815192954e-07	"UP"
"hsa-miR-6130"	1.29741680383386	1.10954972648275	30.9400573293491	2.66121931498523e-08	1.59959311513628e-07	"UP"
"hsa-miR-15a-3p"	1.18358520137149	1.2063821287493	30.8732974106086	2.7543561591723e-08	1.6511368289301e-07	"UP"
"hsa-miR-375"	-0.636733247115879	3.05120357469763	30.8653174311873	2.76570532039272e-08	1.65350724502624e-07	"NOT"
"hsa-miR-7157-3p"	-0.844169771894984	0.948480018385442	30.7907453312095	2.87405271014258e-08	1.71370182930102e-07	"NOT"
"hsa-miR-3135b"	1.23377398500981	1.27810077492642	30.7430663782005	2.94554465814005e-08	1.75165900414924e-07	"UP"
"hsa-miR-8079"	1.28781748124059	1.06873785208786	30.5917451614661	3.18445749764478e-08	1.88871272274104e-07	"UP"
"hsa-miR-6515-5p"	1.22757091661966	1.17643515143809	30.4039732365551	3.50808880904954e-08	2.07515517910973e-07	"UP"
"hsa-miR-5585-5p"	-0.868948459369143	1.21926662981091	30.2393032870419	3.81891610628874e-08	2.25305973975241e-07	"NOT"
"hsa-miR-148b-5p"	0.635400474509045	2.46940260327868	30.175471281425	3.94669551753124e-08	2.32231873084207e-07	"NOT"
"hsa-miR-380-3p"	1.22697271325359	1.13971779525411	30.01189672416	4.29403741472503e-08	2.52007025179138e-07	"UP"
"hsa-miR-744-5p"	2.25073644053625	1.25664168134095	29.9103530791565	4.5249023969709e-08	2.64860779047825e-07	"UP"
"hsa-miR-6888-5p"	1.26986919283854	1.13149802565272	29.7439124272647	4.93052138626677e-08	2.87849760305287e-07	"UP"
"hsa-miR-181b-5p"	0.67444985357397	5.87764282345422	29.5155179316364	5.54707912112321e-08	3.2300179465707e-07	"NOT"
"hsa-miR-922"	-0.381534949779449	4.23183813311175	29.5018871609218	5.58622832901988e-08	3.24436533602298e-07	"NOT"
"hsa-miR-548k"	0.671251587101264	5.50715998208714	29.4113267526268	5.85345259772709e-08	3.39075647889062e-07	"NOT"
"hsa-miR-4688"	0.875419380793255	2.41136696101551	29.3900714643412	5.91800608869018e-08	3.41929240679877e-07	"NOT"
"hsa-miR-605-3p"	-1.09634991138343	1.074415258182	29.3073748292099	6.17601944925338e-08	3.55916997127076e-07	"DOWN"
"hsa-miR-3129-5p"	-0.477810506787075	6.56696498094744	29.0318704014173	7.11972876466212e-08	4.09247134133278e-07	"NOT"
"hsa-miR-7843-3p"	0.924046926183546	2.63305561396595	28.7859327133576	8.08361249127885e-08	4.63460449499987e-07	"NOT"
